,Date,Index,Inflation,FedMinWage
1159,2009-08-01,215.834,0.22,7.25
1160,2009-09-01,215.96900000000002,0.06,7.25
1161,2009-10-01,216.17700000000002,0.1,7.25
1162,2009-11-01,216.33,0.07,7.25
1163,2009-12-01,215.949,-0.18,7.25
1164,2010-01-01,216.687,0.34,7.25
1165,2010-02-01,216.74099999999999,0.02,7.25
1166,2010-03-01,217.63099999999997,0.41,7.25
1167,2010-04-01,218.00900000000001,0.17,7.25
1168,2010-05-01,218.178,0.08,7.25
1169,2010-06-01,217.965,-0.1,7.25
1170,2010-07-01,218.011,0.02,7.25
1171,2010-08-01,218.312,0.14,7.25
1172,2010-09-01,218.43900000000002,0.06,7.25
1173,2010-10-01,218.71099999999998,0.12,7.25
1174,2010-11-01,218.803,0.04,7.25
1175,2010-12-01,219.179,0.17,7.25
1176,2011-01-01,220.22299999999998,0.48,7.25
1177,2011-02-01,221.30900000000003,0.49,7.25
1178,2011-03-01,223.467,0.98,7.25
1179,2011-04-01,224.90599999999998,0.64,7.25
1180,2011-05-01,225.96400000000003,0.47,7.25
1181,2011-06-01,225.722,-0.11,7.25
1182,2011-07-01,225.922,0.09,7.25
1183,2011-08-01,226.545,0.28,7.25
1184,2011-09-01,226.889,0.15,7.25
1185,2011-10-01,226.421,-0.21,7.25
1186,2011-11-01,226.23,-0.08,7.25
1187,2011-12-01,225.672,-0.25,7.25
1188,2012-01-01,226.665,0.44,7.25
1189,2012-02-01,227.66299999999998,0.44,7.25
1190,2012-03-01,229.392,0.76,7.25
1191,2012-04-01,230.085,0.3,7.25
1192,2012-05-01,229.815,-0.12,7.25
1193,2012-06-01,229.47799999999998,-0.15,7.25
1194,2012-07-01,229.104,-0.16,7.25
1195,2012-08-01,230.37900000000002,0.56,7.25
1196,2012-09-01,231.407,0.45,7.25
1197,2012-10-01,231.317,-0.04,7.25
1198,2012-11-01,230.22099999999998,-0.47,7.25
1199,2012-12-01,229.601,-0.27,7.25
1200,2013-01-01,230.28,0.3,7.25
1201,2013-02-01,232.166,0.82,7.25
1202,2013-03-01,232.773,0.26,7.25
1203,2013-04-01,232.53099999999998,-0.1,7.25
1204,2013-05-01,232.945,0.18,7.25
1205,2013-06-01,233.50400000000002,0.24,7.25
1206,2013-07-01,233.59599999999998,0.04,7.25
1207,2013-08-01,233.877,0.12,7.25
1208,2013-09-01,234.149,0.12,7.25
1209,2013-10-01,233.546,-0.26,7.25
1210,2013-11-01,233.06900000000002,-0.2,7.25
1211,2013-12-01,233.049,-0.01,7.25
1212,2014-01-01,233.916,0.37,7.25
